vacc_on,immune_escape,matched_vacc,matched_vacc_level,vfr2,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d2,t_d2,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vacc_start,vaccine_doses,vfr,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,vaccine,mu_ab_d1,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,repetition,hosp_scal,ICU_scal,b1,mu_ab_d2,scenario_name,index
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.21730769230769229,vaccine,31
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.21730769230769229,vaccine,32
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.21730769230769229,vaccine,33
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.21730769230769229,vaccine,34
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.21730769230769229,vaccine,35
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.21730769230769229,vaccine,36
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,0.21730769230769229,vaccine,37
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,0.21730769230769229,vaccine,38
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,0.21730769230769229,vaccine,39
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,0.21730769230769229,vaccine,40
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.3259615384615384,vaccine,41
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.3259615384615384,vaccine,42
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.3259615384615384,vaccine,43
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.3259615384615384,vaccine,44
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.3259615384615384,vaccine,45
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.3259615384615384,vaccine,46
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,0.3259615384615384,vaccine,47
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,0.3259615384615384,vaccine,48
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,0.3259615384615384,vaccine,49
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,0.3259615384615384,vaccine,50
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.43461538461538457,vaccine,51
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.43461538461538457,vaccine,52
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.43461538461538457,vaccine,53
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.43461538461538457,vaccine,54
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.43461538461538457,vaccine,55
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.43461538461538457,vaccine,56
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,0.43461538461538457,vaccine,57
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,0.43461538461538457,vaccine,58
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,0.43461538461538457,vaccine,59
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3860,2,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,0.43461538461538457,vaccine,60
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.21730769230769229,vaccine,61
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.21730769230769229,vaccine,62
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.21730769230769229,vaccine,63
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.21730769230769229,vaccine,64
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.21730769230769229,vaccine,65
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.21730769230769229,vaccine,66
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,0.21730769230769229,vaccine,67
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,0.21730769230769229,vaccine,68
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,0.21730769230769229,vaccine,69
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,0.21730769230769229,vaccine,70
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.3259615384615384,vaccine,71
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.3259615384615384,vaccine,72
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.3259615384615384,vaccine,73
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.3259615384615384,vaccine,74
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.3259615384615384,vaccine,75
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.3259615384615384,vaccine,76
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,0.3259615384615384,vaccine,77
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,0.3259615384615384,vaccine,78
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,0.3259615384615384,vaccine,79
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,0.3259615384615384,vaccine,80
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,0.43461538461538457,vaccine,81
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,0.43461538461538457,vaccine,82
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,0.43461538461538457,vaccine,83
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,0.43461538461538457,vaccine,84
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,0.43461538461538457,vaccine,85
1,0,0,1,1,scenario2,3,5475,HIC,1000000,Absent,0.25,10,4,2,180,14,14,14,0.2,90,3920,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,0.43461538461538457,vaccine,86
